Index	Energy	(keV)	Flux	(ph/cm^2/s/keV)
DP	100.0	0.0006858381526600841
DP	101.0	0.0006709877919200544
DP	102.0	0.0006566005815536513
DP	103.0	0.0006426577461229179
DP	104.0	0.0006291414435226271
DP	105.0	0.0006160347101859806
DP	106.0	0.0006033214099909635
DP	107.0	0.000590986186585352
DP	108.0	0.0005790144188722671
DP	109.0	0.0005673921794198294
DP	110.0	0.0005561061955781337
DP	111.0	0.0005451438131046364
DP	112.0	0.0005344929621152945
DP	113.0	0.0005241421251935899
DP	114.0	0.0005140803075030456
DP	115.0	0.0005042970087611286
DP	116.0	0.0004947821969436435
DP	117.0	0.0004855262835989644
DP	118.0	0.00047652010066080545
DP	119.0	0.0004677548786567958
DP	120.0	0.0004592222262179601
DP	121.0	0.0004509141108013837
DP	122.0	0.000442822840544925
DP	123.0	0.00043494104717887696
DP	124.0	0.00042726166992502264
DP	125.0	0.00041977794031862557
DP	126.0	0.0004124833678935788
DP	127.0	0.00040537172667524674
DP	128.0	0.0003984370424295017
DP	129.0	0.0003916735806201105
DP	130.0	0.0003850758350300011
DP	131.0	0.0003786385170050423
DP	132.0	0.00037235654528184405
DP	133.0	0.0003662250363637349
DP	134.0	0.0003602392954115209
DP	135.0	0.00035439480761789965
DP	136.0	0.00034868723003649666
DP	137.0	0.0003431123838384326
DP	138.0	0.0003376662469711301
DP	139.0	0.00033234494719573167
DP	140.0	0.0003271447554810517
DP	141.0	0.00032206207973341374
DP	142.0	0.00031709345884306154
DP	143.0	0.00031223555702906595
DP	144.0	0.0003074851584658027
DP	145.0	0.0003028391621751423
DP	146.0	0.000298294577169492
DP	147.0	0.0002938485178317529
DP	148.0	0.0002894981995191202
DP	149.0	0.00028524093437845707
DP	150.0	0.0002810741273617229
DP	151.0	0.00027699527243063587
DP	152.0	0.0002730019489404009
DP	153.0	0.0002690918181929445
DP	154.0	0.0002652626201506661
DP	155.0	0.00026151217030224706
DP	156.0	0.00025783835667255513
DP	157.0	0.000254239136969148
DP	158.0	0.0002507125358583135
DP	159.0	0.00024725664236399046
DP	160.0	0.0002438696073832979
DP	161.0	0.0002405496413127542
DP	162.0	0.00023729501177960558
DP	163.0	0.0002341040414729946
DP	164.0	0.00023097510606999626
DP	165.0	0.00022790663225182316
DP	166.0	0.00022489709580576246
DP	167.0	0.0002219450198086505
DP	168.0	0.00021904897288791835
DP	169.0	0.0002162075675564597
DP	170.0	0.00021341945861777105
DP	171.0	0.00021068334163800787
DP	172.0	0.00020799795148177685
DP	173.0	0.0002053620609086536
DP	174.0	0.0002027744792275751
DP	175.0	0.0002002340510064027
DP	176.0	0.00019773965483409577
DP	177.0	0.00019529020213306577
DP	178.0	0.00019288463601940716
DP	179.0	0.00019052193020881988
DP	180.0	0.00018820108796614786
DP	181.0	0.00018592114109656534
DP	182.0	0.00018368114897653946
DP	183.0	0.00018148019762279416
DP	184.0	0.00017931739879758596
DP	185.0	0.00017719188914868832
DP	186.0	0.00017510282938255908
DP	187.0	0.0001730494034692407
DP	188.0	0.00017103081787761312
DP	189.0	0.0001690463008396876
DP	190.0	0.00016709510164269082
DP	191.0	0.0001651764899477515
DP	192.0	0.00016328975513405525
DP	193.0	0.00016143420566739036
DP	194.0	0.00015960916849205604
DP	195.0	0.0001578139884451541
DP	196.0	0.0001560480276923298
DP	197.0	0.00015431066518407314
DP	198.0	0.00015260129613173004
DP	199.0	0.00015091933150241507
DP	200.0	0.00014926419753205235
DP	201.0	0.0001476353352558074
DP	202.0	0.00014603220005520646
DP	203.0	0.00014445426122127066
DP	204.0	0.00014290100153302343
DP	205.0	0.0001413719168507583
DP	206.0	0.00013986651572348095
DP	207.0	0.00013838431900996533
DP	208.0	0.00013692485951288992
DP	209.0	0.00013548768162554054
DP	210.0	0.00013407234099059248
DP	211.0	0.0001326784041705021
DP	212.0	0.00013130544832906126
DP	213.0	0.00012995306092368562
DP	214.0	0.0001286208394080266
DP	215.0	0.00012730839094451463
DP	216.0	0.0001260153321264575
DP	217.0	0.0001247412887093339
DP	218.0	0.000123485895350937
DP	219.0	0.0001222487953600379
DP	220.0	0.00012102964045325221
DP	221.0	0.0001198280905198058
DP	222.0	0.00011864381339390953
DP	223.0	0.00011747648463446305
DP	224.0	0.00011632578731182085
DP	225.0	0.0001151914118013633
DP	226.0	0.00011407305558362679
DP	227.0	0.00011297042305075656
DP	228.0	0.00011188322531905526
DP	229.0	0.00011081118004740989
DP	230.0	0.0001097540112613877
DP	231.0	0.00010871144918280072
DP	232.0	0.00010768323006454565
DP	233.0	0.0001066690960305346
DP	234.0	0.00010566879492053805
DP	235.0	0.00010468208013976951
DP	236.0	0.00010370871051304749
DP	237.0	0.00010274845014337654
DP	238.0	0.00010180106827479594
DP	239.0	0.00010086633915934946
DP	240.0	9.994404192803632e-05
DP	241.0	9.903396046560764e-05
DP	242.0	9.813588328907886e-05
DP	243.0	9.724960342983292e-05
DP	244.0	9.637491831919354e-05
DP	245.0	9.55116296773533e-05
DP	246.0	9.465954340554436e-05
DP	247.0	9.381846948134493e-05
DP	248.0	9.298822185701778e-05
DP	249.0	9.216861836078119e-05
DP	250.0	9.135948060091656e-05
DP	251.0	9.056063387262007e-05
DP	252.0	8.977190706750932e-05
DP	253.0	8.899313258569933e-05
DP	254.0	8.822414625036463e-05
DP	255.0	8.746478722470838e-05
DP	256.0	8.671489793126108e-05
DP	257.0	8.597432397343484e-05
DP	258.0	8.524291405926177e-05
DP	259.0	8.452051992724749e-05
DP	260.0	8.380699627427321e-05
